,Make
17859,CESSNA
17860,BOEING
17861,BOEING
17862,LOCKHEED
17863,BEECH
17864,CESSNA
17865,GRUMMAN
17866,CESSNA
17867,CESSNA
17868,CESSNA
17869,ROCKWELL
17870,MOONEY
17871,CESSNA
17872,BEECH
17873,STEEN
17874,CESSNA
17875,PIPER
17876,CESSNA
17877,CESSNA
17878,CESSNA
17879,PIPER
17880,PIPER
17881,BEECH
17882,DE HAVILLAND
17883,CESSNA
17884,CESSNA
17885,CESSNA
17886,BEECH
17887,CESSNA
17888,PIPER
17889,ROLLINS
17890,MCDONNELL DOUGLAS
17891,NORTH AMERICAN
17892,SWEARINGEN
17893,PIPER
17894,CESSNA
17895,PIPER
17896,GREAT LAKES
17897,GRUMMAN AMERICAN
17898,GRUMMAN
17899,RAND
17900,CHAMPION
17901,CESSNA
17902,BELL
17903,BEECH
17904,BEECH
17905,PIPER
17906,CESSNA
17907,CESSNA
17908,BELLANCA
17909,BEECH
17910,PIPER
17911,BRITISH AEROSPACE
17912,TEAGUE
17913,AIR COMMAND
17914,CESSNA
17915,AMERICAN AVIATION CORP. (AAC)
17916,CESSNA
17917,LOWDER
17918,BEECH
17919,PIPER
17920,BELL
17921,NAVION
17922,EIPPER
17923,CESSNA
17924,PIPER
17925,CESSNA
17926,CESSNA
17927,CHAMPION
17928,PIPER
17929,STINSON
17930,CESSNA
17931,BEECH
17932,CESSNA
17933,CESSNA
17934,DE HAVILLAND
17935,DOUGLAS
17936,TAYLORCRAFT
17937,PIPER
17938,CESSNA
17939,CESSNA
17940,CESSNA
17941,CESSNA
17942,GRUMMAN
17943,PIPER
17944,CESSNA
17945,CESSNA
17946,CESSNA
17947,CESSNA
17948,MITSUBISHI
17949,PIPER
17950,PIPER
17951,PIPER
17952,PIPER
17953,BELL
17954,ROCKWELL
17955,CESSNA
17956,ENSTROM
17957,DAVIS
17958,RAVEN
17959,PIPER
17960,BALLOON WORKS
17961,CESSNA
17962,CESSNA
17963,AERONCA
17964,CESSNA
17965,PIPER
17966,CESSNA
17967,PIPER
17968,UNKNOWN
17969,CESSNA
17970,CESSNA
17971,PIPER
17972,AEROSPATIALE
17973,BEECH
17974,MOONEY
17975,BEECH
17976,CESSNA
17977,CESSNA
17978,PIPER
17979,PIPER
17980,PIPER
17981,MCCULLOCH
17982,CHRISTIAN
17983,PIPER
17984,AERONCA
17985,CESSNA
17986,NOBLE
17987,KIESEL
17988,PIPER
17989,MOONEY
17990,SOCATA
17991,PIPER
17992,PIPER
17993,BURKHART GROB
17994,PIPER
17995,GRUMMAN
17996,BELL
17997,MOONEY
17998,LAKE
17999,GRUMMAN
18000,BEECH
18001,BEECH
18002,CESSNA
18003,DORNIER
18004,BEECH
18005,WAYNE HOOKS
18006,BOEING
18007,PIPER
18008,CESSNA
18009,CESSNA
18010,PIPER
18011,GRUMMAN
18012,CESSNA
18013,BELLANCA
18014,MBB
18015,AERONCA
18016,AERONCA
18017,CESSNA
18018,CESSNA
18019,SCHEMPP-HIRTH
18020,CESSNA
18021,PIPER
18022,BELL
18023,GULFSTREAM-SCHWEIZER
18024,AIRBUS INDUSTRIE
18025,DOUGLAS
18026,GRUMMAN
18027,BEECH
18028,PIPER
18029,PIPER
18030,BELL
18031,CESSNA
18032,AEROSTAR
18033,CESSNA
18034,GRUMMAN
18035,CESSNA
18036,PIPER
18037,ROCKWELL
18038,CESSNA
18039,PIPER
18040,BEECH
18041,CESSNA
18042,BEECH
18043,CESSNA
18044,MAULE
18045,CESSNA
18046,TAYLORCRAFT
18047,GREAT LAKES ADAMS
18048,BOEING
18049,PIPER
18050,BURKHART GROB
18051,PIPER
18052,BUDDE CASSUTT
18053,CESSNA
18054,GRUMMAN
18055,CESSNA
18056,PIPER
18057,CESSNA
18058,CESSNA
18059,AERONCA
18060,PIPER
18061,CHAMPION
18062,MAULE
18063,BOEING
18064,AIR TRACTOR
18065,RYAN
18066,CESSNA
18067,BOEING
18068,PIPER
18069,EIPPER
18070,RAVEN
18071,BALLOON WORKS
18072,PIPER
18073,SCHLEICHER
18074,AERONCA
18075,AERO COMMANDER
18076,BELLANCA
18077,BURKHART GROB
18078,CESSNA
18079,PIPER
18080,PIPER
18081,WEATHERLY
18082,CESSNA
18083,CHAMPION
18084,EMBRAER
18085,PIPER
18086,CESSNA
18087,"SMITH, TED AEROSTAR"
18088,PIPER
18089,CESSNA
18090,PIPER
18091,AIR TRACTOR
18092,PIPER
18093,CESSNA
18094,BEECH
18095,CESSNA
18096,BEECH
18097,PIPER
18098,DUBOIS
18099,PIPER
18100,CESSNA
18101,CESSNA
18102,BELLANCA
18103,HILLER
18104,CESSNA
18105,CESSNA
18106,PIPER
18107,LAKE
18108,PIPER
18109,CESSNA
18110,BEECH
18111,PIPER
18112,GRUMMAN
18113,PIPER
18114,CHAMPION
18115,CESSNA
18116,FLEET
18117,MITSUBISHI
18118,CESSNA
18119,ISRAEL AIRCRAFT INDUSTRIES
18120,PIPER
18121,BEECH
18122,AIR TRACTOR
18123,MOONEY
18124,CESSNA
18125,HASTINGS
18126,BEECH
18127,PIPER
18128,BEECH
18129,CESSNA
18130,BEECH
18131,CESSNA
18132,CESSNA
18133,AIR TRACTOR
18134,CESSNA
18135,I.C.A. BRASOV
18136,CESSNA
18137,CESSNA
18138,AIR TRACTOR
18139,AERONCA
18140,CESSNA
18141,PIPER
18142,CESSNA
18143,CESSNA
18144,CESSNA
18145,TEMCO
18146,CESSNA
18147,CESSNA
18148,ROTORWAY
18149,CESSNA
18150,CESSNA
18151,AEROSPATIALE
18152,CESSNA
18153,MOONEY
18154,PIPER
18155,PIPER
18156,LAKE
18157,SCHWEIZER
18158,CESSNA
18159,SCHWEIZER
18160,PIPER
18161,GRUMMAN
18162,PIPER
18163,PIPER
18164,PIPER
18165,AYRES
18166,PIPER
18167,CESSNA
18168,PIPER
18169,AIR TRACTOR
18170,ROBINSON
18171,CESSNA
18172,CESSNA
18173,CESSNA
18174,AERONCA
18175,AERO COMMANDER
18176,CESSNA
18177,PIPER
18178,HUGHES
18179,CESSNA
18180,PIPER
18181,CESSNA
18182,AERO COMMANDER
18183,GRUMMAN
18184,AERONCA
18185,CESSNA
18186,CESSNA
18187,HILLER
18188,BEECH
18189,CESSNA
18190,BELL
18191,CHAMPION
18192,PIPER
18193,CESSNA
18194,CESSNA
18195,HENDRICKSON
18196,CESSNA
18197,DAVIS
18198,BELL
18199,CESSNA
18200,CESSNA
18201,CESSNA
18202,BEECH
18203,PIPER
18204,BOEING
18205,ERCOUPE (ENG & RESEARCH CORP.)
18206,CESSNA
18207,CESSNA
18208,CESSNA
18209,CESSNA
18210,CESSNA
18211,PIPER
18212,CESSNA
18213,CESSNA
18214,CESSNA
18215,CESSNA
18216,CESSNA
18217,CESSNA
18218,BELLANCA
18219,BEECH
18220,RAVEN
18221,SCHARSCHMIDT
18222,CESSNA
18223,PIPER
18224,PIPER
18225,ROE/PIETENPOL
18226,CESSNA
18227,NORTH AMERICAN
18228,BEECH
18229,PIPER
18230,PIPER
18231,CESSNA
18232,MAULE
18233,STINSON
18234,AERO COMMANDER
18235,PIPER
18236,WATTS
18237,EMAIR
18238,CESSNA
18239,TAYLORCRAFT
18240,AEROSPATIALE
18241,CESSNA
18242,CESSNA
18243,CESSNA
18244,PIPER
18245,DOUGLAS
18246,CESSNA
18247,PIPER
18248,PIPER
18249,CESSNA
18250,GRUMMAN
18251,CESSNA
18252,BELL
18253,ROBINSON
18254,CESSNA
18255,ROCKWELL
18256,CESSNA
18257,GRUMMAN
18258,PIPER
18259,RUSHTON
18260,CESSNA
18261,CESSNA
18262,HUGHES
18263,SCHWEIZER
18264,BELL
18265,CESSNA
18266,CESSNA
18267,ROCKWELL
18268,CESSNA
18269,LAKE
18270,GRUMMAN
18271,AERO COMMANDER
18272,LUSCOMBE
18273,PIPER
18274,PIPER
18275,PIPER
18276,ROBINSON
18277,CESSNA
18278,BUCCANEER
18279,LUSCOMBE
18280,PIPER
18281,PIPER
18282,PIPER
18283,CESSNA
18284,NORD (SNCAN)
18285,CESSNA
18286,BOEING
18287,MCDONNELL DOUGLAS
18288,PIPER
18289,PIPER
18290,LAKE
18291,LET
18292,CESSNA
18293,PIPER
18294,PIPER
18295,CESSNA
18296,STINSON
18297,AIRBUS INDUSTRIE
18298,PIPER
18299,CESSNA
18300,BELL
18301,CESSNA
18302,BEECH
18303,CESSNA
18304,BELLANCA
18305,PIPER
18306,PIPER
18307,CESSNA
18308,CESSNA
18309,PIPER
18310,NAVION
18311,CESSNA
18312,BELLANCA
18313,CESSNA
18314,GRUMMAN-SCHWEIZER
18315,CHAMPION
18316,DE HAVILLAND
18317,CESSNA
18318,PIPER
18319,BELLANCA
18320,ROBINSON
18321,BELL
18322,CESSNA
18323,HILLER
18324,CURTISS
18325,BEECH
18326,PIPER
18327,PIPER
18328,ROBERTSON
18329,PIPER
18330,CESSNA
18331,NORTH AMERICAN
18332,CESSNA
18333,AERONCA
18334,PIPER
18335,PIPER
18336,BOEING
18337,CESSNA
18338,PIPER
18339,EAGLE AIRCRAFT CO.
18340,MOONEY
18341,BEECH
18342,BEECH
18343,PIPER
18344,CESSNA
18345,MOONEY
18346,NORTH AMERICAN
18347,CESSNA
18348,BELL
18349,CESSNA
18350,PIPER
18351,CESSNA
18352,BOEING
18353,ALLEN
18354,CESSNA
18355,NORTH AMERICAN
18356,BURKHOLDER
18357,BEECH
18358,CESSNA
18359,WILLIAM M. BURGE
18360,ARNOLD
18361,PIPER
18362,CESSNA
18363,CESSNA
18364,BOEING
18365,BOEING
18366,GLOBE
18367,MAULE
18368,PIPER
18369,ERCOUPE (ENG & RESEARCH CORP.)
18370,CESSNA
18371,DE HAVILLAND
18372,DE HAVILLAND
18373,BEECH
18374,PIPER
18375,PIPER
18376,PIPER
18377,PIPER
18378,BELL
18379,PIPER
18381,CESSNA
18382,BOEING
18383,CESSNA
18384,BOEING
18385,CESSNA
18386,CESSNA
18387,BEECH
18388,PIPER
18389,HUGHES
18390,LAKE
18391,CESSNA
18392,PIPER
18393,BELL
18394,GRUMMAN
18395,CESSNA
18396,CESSNA
18397,BELL
18398,PIPER
18399,GREAT LAKES
18400,BEECH
18401,ROCKWELL
18402,EMAIR
18403,MOONEY
18404,EMBREE
18405,PIPER
18406,CESSNA
18407,GRUMMAN
18408,PIPER
18409,BEECH
18410,ROCKWELL
18411,MOONEY
18412,CESSNA
18413,PIPER
18414,PIPER
18415,PIPER
18416,SCHWEIZER
18417,ROCKWELL
18418,BEECH
18419,CESSNA
18420,CESSNA
18421,PIPER
18422,NORTH AMERICAN
18423,PIPER
18424,FLEET
18425,PIPER
18426,CESSNA
18427,FAIRCHILD
18428,CESSNA
18429,CESSNA
18430,BOEING
18431,MCDONNELL DOUGLAS
18432,LAKE
18433,MAXFIELD
18434,CESSNA
18435,LET
18436,PIPER
18437,CHAMPION
18438,CESSNA
18439,BEECH
18440,PIPER
18441,CESSNA
18442,BEECH
18443,LUSCOMBE
18444,CESSNA
18445,CESSNA
18446,PIPER
18447,BELLANCA
18448,GRUMMAN
18449,PIPER
18450,MOONEY
18451,BEECH
18452,PIPER
18453,CESSNA
18454,CESSNA
18455,CESSNA
18456,PIPER
18457,BEECH
18458,PIPER
18459,AIR TRACTOR
18460,CESSNA
18462,CESSNA
18463,BUSHBY
18464,BELL
18465,MCDONNELL DOUGLAS
18466,MCDONNELL DOUGLAS
18467,BEECH
18468,CESSNA
18469,PIPER
18470,QUICKIE
18471,BELL
18472,BEDE AIRCRAFT
18473,CESSNA
18474,CESSNA
18475,PIPER
18476,REDER
18477,PIPER
18478,BOEING
18479,NORTH AMERICAN
18480,PIPER
18481,CESSNA
18482,LUTZ
18483,CESSNA
18484,CESSNA
18485,BEECH
18486,SAWYER
18487,PIPER
18488,CESSNA
18489,CESSNA
18490,BEECH
18491,CESSNA
18492,ROBINSON
18493,TAYLORCRAFT
18494,BOEING
18495,GULFSTREAM AMERICAN
18496,PIPER
18497,CESSNA
18498,PIPER
18499,PIPER
18500,PIPER
18501,BELL
18502,BEECH
18504,PIPER
18505,CESSNA
18506,CESSNA
18507,CHAMPION
18508,CESSNA
18509,CESSNA
18510,PIPER
18511,CESSNA
18512,SCHWEIZER
18513,CESSNA
18514,PITTS
18515,CESSNA
18516,PIPER
18517,LOCKHEED
18518,PIPER
18519,PIPER
18520,CHAMPION
18521,CANTON
18522,GRUMMAN
18523,AYRES
18524,PIPER
18525,AERO COMMANDER
18526,PIPER
18527,BEECH
18528,AIR TRACTOR
18529,BEECH
18530,BELL
18531,CESSNA
18532,PIPER
18533,PIPER
18534,CESSNA
18535,CESSNA
18536,CESSNA
18537,CESSNA
18538,TAYLORCRAFT
18539,CESSNA
18540,CESSNA
18541,MOONEY
18542,CESSNA
18543,PIPER
18544,CESSNA
18545,AERONCA
18546,CESSNA
18547,CESSNA
18548,CESSNA
18549,BEECH
18550,PIPER
18551,CESSNA
18552,PIPER
18553,MOONEY
18554,BELL
18555,PIPER
18556,CESSNA
18557,BOYLES
18558,CHAMPION
18559,PIPER
18560,HILLER
18561,BEECH
18562,HALL
18563,CESSNA
18564,GOVERNMENT AIRCRAFT FACT (GAF)
18565,CESSNA
18566,BEECH
18567,BOEING
18568,CESSNA
18569,MCDONNELL DOUGLAS
18570,PIPER
18571,CESSNA
18572,CESSNA
18573,PIPER
18574,PIPER
18575,AERO COMMANDER
18577,PITTS
18578,RYAN
18579,CESSNA
18580,MOONEY
18581,CESSNA
18582,CESSNA
18583,NORD (SNCAN)
18584,PIPER
18585,CESSNA
18586,PIPER
18587,CESSNA
18588,PIPER
18589,BELL
18590,TOMISHIN
18591,CHAMPION
18592,CESSNA
18593,LUSCOMBE
18594,CESSNA
18595,MOONEY
18596,PIPER
18597,CESSNA
18598,PIPER
18599,LAKE
18600,CESSNA
18601,BELLANCA
18602,LET
18603,CESSNA
18604,CESSNA
18605,CESSNA
18606,CESSNA
18607,ENSTROM
18608,NATIONAL BALLOON
18609,PIPER
18610,CESSNA
18611,BEECH
18612,CESSNA
18613,CESSNA
18614,PIPER
18615,BELL
18616,PIPER
18617,CHAMPION
18618,CESSNA
18619,CESSNA
18620,MOONEY
18621,BALLOON WORKS
18622,PIPER
18623,CESSNA
18624,RYAN
18625,CESSNA
18626,CESSNA
18627,PIPER
18628,PIPER
18629,BRITISH AEROSPACE
18630,BEECH
18631,PIPER
18632,BELL
18633,BEECH
18634,BELL
18635,BEECH
18636,CESSNA
18637,BELL
18638,CESSNA
18639,KOLB COMPANY
18640,CESSNA
18641,CESSNA
18642,BEECH
18643,PIPER
18644,WOODY
18645,BELL
18646,PIPER
18647,LUSCOMBE
18648,BUSHBY
18649,AEROSTAR
18650,HILLER
18651,CESSNA
18652,PIPER
18653,PIPER
18654,PARTENAVIA
18655,CESSNA
18656,CESSNA
18657,AIR TRACTOR
18658,AERONCA
18659,EMAIR
18660,HUGHES
18661,CESSNA
18662,PIPER
18663,BEECH
18664,CESSNA
18665,CESSNA
18666,MOONEY
18667,AIR TRACTOR
18668,FAIRCHILD HILLER
18669,CESSNA
18670,AERONCA
18671,CESSNA
18672,MAULE
18673,BEECH
18674,PIPER
18675,PIPER
18676,PIPER
18677,CESSNA
18678,GEIGER
18679,BEECH
18680,CESSNA
18681,PIPER
18682,AERONCA
18683,TAYLORCRAFT
18684,CESSNA
18685,CESSNA
18686,MERCER
18687,GRUMMAN AMERICAN
18688,CESSNA
18689,GRUMMAN
18690,PIPER
18691,PIPER
18692,CESSNA
18693,HUGHES
18694,BEECH
18695,PIPER
18696,PIPER
18697,BEECH
18698,BOEING
18699,PIPER
18700,CESSNA
18701,BELLANCA
18702,CESSNA
18703,CESSNA
18704,PIPER
18705,MOONEY
18706,BELL
18707,BOEING
18708,CESSNA
18709,SCHWEIZER
18710,HUGHES
18711,CESSNA
18712,MOONEY
18713,PIPER
18714,CESSNA
18715,BOEING
18716,EVANS AIRCRAFT
18717,BEECH
18718,CESSNA
18719,CESSNA
18720,BEECH
18721,COMMONWEALTH
18722,CESSNA
18723,CESSNA
18724,CESSNA
18725,CESSNA
18726,CESSNA
18727,PIPER
18728,PIPER
18729,PIPER
18730,CESSNA
18731,CESSNA
18732,BELLANCA
18733,ERCOUPE (ENG & RESEARCH CORP.)
18734,MOONEY
18735,PIPER
18736,CESSNA
18737,PIPER
18738,CESSNA
18739,CESSNA
18740,BEECH
18741,PIPER
18742,CESSNA
18743,INTERSTATE
18744,CESSNA
18745,ELLSWORTH
18746,GATES LEARJET
18747,CESSNA
18748,GRUMMAN
18749,PIPER
18750,BAKENG
18751,CESSNA
18752,PIPER
18753,BEECH
18754,CESSNA
18755,GRUMMAN
18756,DE HAVILLAND
18757,PIPER
18758,PIPER
18759,BEECH
18760,CESSNA
18761,G&C HELICOPTERS
18762,BENNETTER-STEVENS
18763,CESSNA
18764,FAIRCHILD
18765,CESSNA
18766,AERO COMMANDER
18767,CESSNA
18768,CESSNA
18769,PIPER
18770,BEECH
18771,PIPER
18772,RYAN
18773,CESSNA
18774,CESSNA
18775,PIPER
18776,WILLI/BENSEN
18777,CESSNA
18778,AERO COMMANDER
18779,BEECH
18780,ENSTROM
18781,CESSNA
18782,BEECH
18783,PIPER
18784,GRUMMAN
18785,BEECH
18786,PIPER
18787,JENKINS
18788,CESSNA
18789,BOEING
18790,CESSNA
18791,CESSNA
18792,CESSNA
18793,CHAMPION
18794,PIPER
18796,PIPER
18797,ROTORWAY
18798,PIPER
18799,NIXON
18800,HUGHES
18801,PIPER
18802,CESSNA
18803,ROBINSON
18804,PIPER
18805,CESSNA
18806,MOONEY
18807,STINSON
18808,PIPER
18809,LOCKHEED
18810,EMBRAER
18811,PIPER
18812,CESSNA
18813,BOEING
18814,CESSNA
18815,BEECH
18816,LOCKHEED
18817,BOEING
18818,CESSNA
18819,CESSNA
18820,CESSNA
18821,BOEING
18822,PIPER
18823,AERO COMMANDER
18824,BEECH
18825,CESSNA
18826,CESSNA
18827,BELL
18828,BEECH
18829,PIPER
18830,CESSNA
18831,ENSTROM
18832,CESSNA
18833,CASA
18834,CHRISTEN INDUSTRIES
18835,PIPER
18836,GRUMMAN
18837,PIPER
18838,PIPER
18839,PIPER
18840,BEECH
18841,MOONEY
18842,FOKKER
18843,CESSNA
18844,CESSNA
18845,CESSNA
18846,CESSNA
18847,AVIAN BALLOON
18848,CESSNA
18849,BELLANCA
18850,CESSNA
18851,BEECH
18852,REPUBLIC
18853,GRUMMAN
18854,BEECH
18855,BOEING
18856,CESSNA
18857,RAVEN
18858,CESSNA
18859,MCDONNELL DOUGLAS
18860,MOONEY
18861,BELLANCA
18862,BALLOON WORKS
18863,BALLOON WORKS
18864,CESSNA
18865,BELLANCA
18866,BRITISH AEROSPACE
18867,CESSNA
18868,HILLER
18869,PIPER
18870,CESSNA
18871,CESSNA
18872,PIPER
18873,KLIEN
18874,CESSNA
18875,WARD
18876,CESSNA
18877,MAULE
18878,CESSNA
18879,ROCKWELL
18880,CHAMPION
18881,GRUMMAN
18882,MOONEY
18883,GRUMMAN
18884,BEECH
18885,PIPER
18886,BEECH
18887,PIPER
18888,MCDONNELL DOUGLAS
18889,CESSNA
18890,PIPER
18891,BOEING
18892,PIPER
18893,PIPER
18894,CESSNA
18895,PIPER
18896,ROBINSON
18897,PIPER
18898,CESSNA
18899,CESSNA
18900,NORTH AMERICAN
18901,BEECH
18902,PIPER
18903,AEROSTAR
18904,ROGERS-GIBSON
18905,CESSNA
18906,PIPER
18907,BOEING
18908,PIPER
18909,CESSNA
18910,AMERICAN
18912,CESSNA
18913,ROCKWELL
18914,CESSNA
18915,PIPER
18916,PIPER
18917,STINSON
18918,CESSNA
18919,BEECH
18920,CESSNA
18921,CESSNA
18923,PIPER
18924,CESSNA
18925,WATKINS/MONNETT
18926,PIPER
18927,CHAMPION
18928,CESSNA
18929,CESSNA
18930,PIPER
18931,CESSNA
18932,CESSNA
18933,QUESTAIR
18934,BELL
18935,CESSNA
18936,DASSAULT-BREGUET
18937,CESSNA
18939,CESSNA
18940,PIPER
18941,CESSNA
18942,CESSNA
18943,CESSNA
18944,PIPER
18945,BOEING
18946,CESSNA
18947,CESSNA
18948,NAPPER
18949,PIPER
18950,EXTRA FLUGZEUGBAU
18951,PIPER
18952,PUGH
18953,BEECH
18954,CESSNA
18955,CESSNA
18956,CESSNA
18957,CESSNA
18958,PIPER
18959,CESSNA
18960,PIPER
18961,STINSON
18962,CESSNA
18963,CESSNA
18964,CESSNA
18965,CESSNA
18966,GRUMMAN AMERICAN
18967,PIPER
18968,BEECH
18969,BURKHART GROB
18970,PIPER
18971,PIPER
18972,CESSNA
18973,CESSNA
18974,AIR TRACTOR
18975,CESSNA
18976,CESSNA
18977,CESSNA
18978,CESSNA
18979,BELL
18980,CESSNA
18981,NATIONAL BALLOON
18982,BEECH
18983,CESSNA
18984,CESSNA
18985,PIPER
18986,BEECH
18987,CESSNA
18988,PIPER
18989,CESSNA
18990,MAULE
18991,PIPER
18992,BEECH
18993,CESSNA
18994,CESSNA
18995,CESSNA
18996,"SMITH, TED AEROSTAR"
18997,CESSNA
18998,PIPER
18999,CESSNA
19000,CESSNA
19001,CESSNA
19002,GULFSTREAM AMERICAN
19003,CESSNA
19004,SCHWEIZER
19005,CESSNA
19006,PIPER
19007,PIPER
19008,CESSNA
19009,CESSNA
19010,PITTS
19011,BEECH
19012,BELL
19013,PIPER
19014,BELLANCA
19015,BEECH
19016,CESSNA
19017,ENSTROM
19018,PIPER
19019,PITTS
19020,STITS
19021,WARNKE
19022,PIPER
19023,BEECH
19024,PIPER
19025,PIPER
19026,SCHWEIZER
19027,CESSNA
19028,STINSON
19029,PIPER
19030,CESSNA
19031,BELL
19032,PIPER
19033,CESSNA
19034,CESSNA
19035,CESSNA
19036,MCDONNELL DOUGLAS
19037,BEECH
19038,PIPER
19039,PIPER
19042,PIPER
19043,CONVAIR
19044,MCDONNELL DOUGLAS
19045,PARRISH
19046,BEECH
19047,PIPER
19048,FOKKER
19049,BOEING
19050,MOONEY
19051,CESSNA
19052,PIPER
19053,AGUSTA
19054,CESSNA
19055,GRUMMAN
19056,CESSNA
19057,SCHWEIZER
19058,TAYLORCRAFT
19059,BEECH
19060,PIPER
19061,BRITTEN-NORMAN
19062,BELLANCA
19063,CESSNA
19064,MERCHANT
19065,PIPER
19066,CESSNA
19067,CESSNA
19068,PIPER
19069,ENSTROM
19070,QUICKIE
19071,BEECH
19072,COUDEN
19073,BOEING
19074,MCDONNELL DOUGLAS
19075,DURBIN
19076,MOONEY
19077,CESSNA
19078,CESSNA
19079,PIPER
19080,PIPER
19081,CESSNA
19082,AERO COMMANDER
19083,GRUMMAN
19084,ROBINSON
19085,TAYLORCRAFT
19086,PIPER
19087,CESSNA
19088,LEARJET
19089,CESSNA
19090,PIPER
19091,PIPER
19092,CESSNA
19093,LAMB
19094,LEARJET
19095,CESSNA
19096,CESSNA
19097,CESSNA
19098,PIPER
19099,RAVEN
19100,GLOBE
19101,BEECH
19102,HERMAN
19103,CESSNA
19104,CESSNA
19105,CESSNA
19106,CESSNA
19107,CESSNA
19108,CESSNA
19109,CESSNA
19110,MCDONNELL DOUGLAS
19111,NORTH AMERICAN
19112,ROBINSON
19113,PIPER
19114,CESSNA
19115,HILLER
19116,PIPER
19117,PIPER
19118,CESSNA
19119,CESSNA
19120,PIPER
19121,PIPER
19122,PIPER
19123,ERCOUPE (ENG & RESEARCH CORP.)
19124,BEECH
19125,PIPER
19126,CESSNA
19127,CESSNA
19128,PIPER
19129,CESSNA
19130,PIPER
19131,BOEING
19132,BOEING
19133,CESSNA
19134,AIRBUS INDUSTRIE
19135,BEECH
19136,PIPER
19137,PIPER
19138,HILLER
19139,CESSNA
19140,SADLER
19141,PIPER
19142,PIPER
19143,PIPER
19144,BEECH
19145,CESSNA
19146,BEECH
19147,CESSNA
19148,CESSNA
19149,ALEXANDER VOLKSPLANE
19150,MOONEY
19151,CESSNA
19152,PIPER
19153,CESSNA
19154,PIPER
19155,MOONEY
19156,MOONEY
19157,PIPER
19158,STOOPIN
19159,PIPER
19160,LOCKHEED
19161,CESSNA
19162,GRUMMAN
19163,BEECH
19164,HUGHES
19165,PIPER
19166,CESSNA
19167,PIPER
19168,CRUMP
19169,PIPER
19170,PIPER
19171,CESSNA
19172,MOONEY
19173,MCDONNELL DOUGLAS
19174,DOUGLAS
19175,BEECH
19176,PIPER
19177,CESSNA
19178,MANDLEY
19179,CESSNA
19180,BEECH
19181,PIPER
19182,BEECH
19183,CESSNA
19184,CESSNA
19185,CESSNA
19186,CESSNA
19187,PIPER
19188,CESSNA
19189,CESSNA
19190,BELL
19191,BEECH
19192,CESSNA
19193,PIPER
19194,BELL
19195,HUGHES
19196,BELLANCA
19197,CESSNA
19198,PIPER
19199,NORTH AMERICAN
19200,CESSNA
19201,MCDONNELL DOUGLAS
19202,CESSNA
19203,ISGRIGG
19204,CESSNA
19205,PIPER
19206,BELLANCA
19207,CESSNA
19208,PIPER
19209,CESSNA
19210,GRUMMAN
19211,BEECH
19212,WACO
19213,PIPER
19214,HUGHES
19215,CESSNA
19216,PIPER
19217,CESSNA
19218,CESSNA
19219,BELL
19220,CESSNA
19221,CESSNA
19222,CESSNA
19223,CESSNA
19224,CESSNA
19225,BOEING
19226,BEECH
19227,CESSNA
19228,BEECH
19229,MOONEY
19230,CESSNA
19231,CESSNA
19232,CESSNA
19233,PIPER
19234,CESSNA
19235,HUGHES
19236,PITTS
19237,PIPER
19238,PIPER
19239,CESSNA
19240,CESSNA
19241,CESSNA
19242,PIPER
19243,BEECH
19244,CESSNA
19245,PIPER
19246,PIPER
19247,BEECH
19248,MOONEY
19249,CESSNA
19250,PIPER
19251,PIPER
19252,CESSNA
19253,CESSNA
19254,CESSNA
19255,CESSNA
19256,PIPER
19257,BEECH
19258,CESSNA
19259,BEECH
19260,GULFSTREAM AMERICAN
19261,CESSNA
19262,CESSNA
19263,BEECH
19264,BOEING
19265,PIPER
19266,PIPER
19267,CESSNA
19268,GRUMMAN
19269,CESSNA
19270,CESSNA
19271,BEECH
19272,BOEING
19273,PIPER
19274,PIPER
19275,PIPER
19276,PIPER
19277,BEECH
19278,BELL
19279,CESSNA
19280,PIPER
19281,PIPER
19282,MCDONNELL DOUGLAS
19283,HAWKER SIDDELEY
19284,CESSNA
19285,CESSNA
19286,CESSNA
19287,BOEING
19288,CESSNA
19289,CANADAIR
19290,CESSNA
19291,CESSNA
19292,CESSNA
19293,PIPER
19294,BELLANCA
19295,PIPER
19296,CESSNA
19297,BELL
19298,LOCKHEED
19299,BRITISH AEROSPACE
19300,MITSUBISHI
19301,DE HAVILLAND
19302,CESSNA
19303,BEECH
19304,EMBRAER
19305,BEECH
19306,BEECH
19307,PIPER
19308,BEECH
19309,CESSNA
19310,BELL
19311,VARGA
19312,CESSNA
19313,CESSNA
19314,PIPER
19315,ERCOUPE (ENG & RESEARCH CORP.)
19316,CESSNA
19317,CESSNA
19318,MOONEY
19319,PIPER
19320,PIPER
19321,CESSNA
19322,CESSNA
19323,TEXAS HELICOPTER
19324,CESSNA
19325,PIPER
19326,PIPER
19327,CHAMPION
19328,PIPER
19329,CESSNA
19330,CESSNA
19331,PIPER
19332,CESSNA
19333,BRITISH AEROSPACE
19334,PIPER
19335,PIPER
19336,GRUMMAN
19337,BOEING
19338,BEECH
19339,AERO COMMANDER
19340,PIPER
19341,GRUMMAN AMERICAN
19342,BOEING
19343,FAIRCHILD
19344,CESSNA
19345,HUGHES
19346,SWEARINGEN
19347,PIPER
19348,BEECH
19349,GULFSTREAM AMERICAN
19350,CESSNA
19351,CESSNA
19352,PIPER
19353,BEECH
19354,MBB
19355,PIPER
19356,CESSNA
19357,CESSNA
19359,PIPER
19360,BEECH
