,Make
65690,ADKINS
65691,CESSNA
65692,PIPER
65693,BEECH
65694,BEECH
65695,PIPER
65696,CESSNA
65697,ROCKWELL INTERNATIONAL
65698,AERO COMMANDER
65699,MCDONNELL DOUGLAS
65700,CESSNA
65701,PIPER
65702,FLIGHT DESIGN
65703,CESSNA
65704,ROCKWELL INTERNATIONAL
65705,PIPER
65706,CESSNA
65707,ROCKWELL INTERNATIONAL
65708,PIPER
65709,MERRELL STEPHEN
65710,CESSNA
65711,MAULE
65712,MILLER
65713,LEARJET
65714,BEECH
65715,MITSUBISHI
65716,CESSNA
65717,BELL
65718,MCDONNELL DOUGLAS
65719,CESSNA
65720,EMBRAER
65721,BOEING
65722,PIPER
65723,CESSNA
65724,ERCOUPE
65725,MOONEY
65726,KIMBALL ENTERPRISES INC
65727,BEECH
65728,BOMBARDIER
65729,PIPER
65730,BOMBARDIER
65731,BELL
65732,BRITTEN NORMAN
65733,BOMBARDIER
65734,AIR TRACTOR
65735,CESSNA
65736,CESSNA
65737,KAMAN
65738,CESSNA
65739,PIPER
65740,LAKE
65741,CESSNA
65742,PIPER
65743,BEECH
65744,HESS JOHN L
65745,PIPER
65746,PIPER
65747,PIPER
65748,BEECH
65749,DIAMOND
65750,STEVEN G GOONEN
65751,PIPER
65752,BOEING
65753,CESSNA
65754,HAWKER BEECHCRAFT
65755,BOEING
65756,BEECH
65757,CESSNA
65758,CESSNA
65759,DASSAULT/SUD
65760,PIPER
65761,BELL
65762,PIPER
65763,BEECHCRAFT
65764,CZECH AIRCRAFT WORKS
65765,BOEING
65766,SOCATA
65767,AGUSTA
65768,BOEING
65769,CESSNA
65770,BEECH
65771,CESSNA
65772,MOORE DAVID
65773,REAMER
65774,MOONEY
65775,MCDONNELL DOUGLAS
65776,CESSNA
65777,BEECH
65778,MICHEL PAUL JOHN
65779,EMBRAER
65780,CESSNA
65781,PIPER
65782,BOEING
65783,PIPER
65784,CESSNA
65785,HUGHES
65786,MD HELICOPTER
65787,CESSNA
65788,BUCKEYE
65789,MICHAEL MURATORE
65790,JOHNSON BARRON T
65791,SIKORSKY
65792,PIPER
65793,BEECH
65794,COTTON GALEN M
65795,STEMME GMBH & CO
65796,BEECH
65797,PIPER
65798,GRUMMAN AMERICAN AVN. CORP.
65799,SCHWEIZER
65800,CESSNA
65801,CESSNA
65802,CESSNA
65803,CESSNA
65804,EMBRAER
65805,BOEING
65806,CESSNA
65807,LANTZAIR FLYERS INC
65808,BOEING
65809,AIR TRACTOR INC
65810,EUROCOPTER DEUTSCH
65811,PZL
65812,NANCHANG CHINA
65813,PIPER
65814,LEARJET
65815,BEECH
65816,SIKORSKY
65817,PIPER
65818,CESSNA
65819,CESSNA
65820,EUROCOPTER
65821,GRUMMAN AMERICAN AVN. CORP.
65822,ROWLAND
65823,PIPER
65824,BEECH
65825,CZECH AIRCRAFT WORKS
65826,BOEING
65827,LAVIGNA
65828,INMAN J D
65829,CESSNA
65830,ROBINSON HELICOPTER COMPANY
65831,PARKER
65832,CESSNA
65833,CESSNA
65834,PIPER
65835,CESSNA
65836,PIPER
65837,CESSNA
65838,PILATUS AIRCRAFT LTD
65839,CESSNA
65840,PIPER
65841,BOEING
65842,BEECH
65843,EUROCOPTER
65844,PROBST
65845,CESSNA
65846,PIPER
65847,CESSNA
65848,BRANTLY
65849,STITS FLUT-R-BUG
65850,AIRBUS
65851,GULFSTREAM AEROSPACE CORP
65852,AIR TRACTOR INC
65853,NORTH AMERICAN
65854,GLASER-DIRKS
65855,JONES RODNEY V
65856,QUICKSILVER
65857,PIPER
65858,MULEC FRANK A
65859,SIEMER JAMES H
65860,MAULE
65861,BEECH
65862,BEECH
65863,CESSNA
65864,CESSNA
65865,RYAN
65866,PIPER
65867,CESSNA
65868,MD HELICOPTER INC
65869,DICKSON VANS AIRCRAFT
65870,CESSNA
65871,ULTRA FLIGHT LLC
65872,HUGHES
65873,CESSNA
65874,CESSNA
65875,CESSNA
65876,CESSNA
65877,CESSNA
65878,PIPER
65879,REMOS AIRCRAFT GMBH
65880,CESSNA
65881,AERO COMMANDER
65882,CESSNA
65883,CESSNA
65884,AEROSPATIALE ALENIA
65885,SIAI-MARCHETTI
65886,COX WILLIAM M
65887,AERONCA
65888,CIRRUS DESIGN CORP
65889,CESSNA
65890,PIPER
65891,CESSNA
65892,CIRRUS DESIGN
65893,ROBINSON HELICOPTER
65894,D-FLY
65895,QUICKSILVER
65896,BELLANCA
65897,NORTH AMERICAN
65898,CAMERON BALLOONS US
65899,HALL STEVEN C
65900,MOONEY
65901,ROBINSON HELICOPTER COMPANY
65902,CESSNA
65903,AERONCA
65904,PIPER
65905,GRUMMAN
65906,SCHWEIZER AIRCRAFT CORP
65907,ROBINSON HELICOPTER
65908,PIPER
65909,CESSNA
65910,BELL
65911,ROBINSON HELICOPTER
65912,PIPER
65913,DOUGLAS
65914,NEW PIPER AIRCRAFT INC
65915,ERCOUPE
65916,SEHER
65917,LEARJET
65918,BEECH
65919,ROBINSON HELICOPTER
65920,DAVIS
65921,CESSNA
65922,PIPER
65923,CESSNA
65924,CESSNA
65925,CESSNA
65926,CESSNA
65927,PIPER
65928,EMBRAER
65929,CESSNA
65930,PIPER
65931,CAMERON BALLOONS
65932,CESSNA
65933,HELIO
65934,ROBINSON
65935,PIPER
65936,BEECH
65937,SCHWEIZER
65938,REMOS
65939,DASSAULT
65940,BOMBARDIER INC
65941,CONSTRUCCIONES AERONAUTICAS SA
65942,CESSNA
65943,CIRRUS
65944,CESSNA
65945,CESSNA
65946,BELL
65947,BEECH
65948,PIPER
65949,CESSNA
65950,CESSNA
65951,BEECH
65952,CIRRUS DESIGN CORP
65953,CESSNA
65954,HI-MAX
65955,CESSNA
65956,ROBINSON HELICOPTER
65957,EUROCOPTER
65958,PIPER
65959,GENERAL ATOMICS
65960,ERCOUPE
65962,ROBINSON
65963,MCDONNELL DOUGLAS HELICOPTER
65964,BOEING
65965,PIPER
65966,CESSNA
65967,CESSNA
65968,DEHAVILLAND
65969,CESSNA
65970,BEECH
65971,EMBRAER
65972,CESSNA
65973,PIPER
65974,PIPER
65975,CHAMPION
65976,CESSNA
65977,CESSNA
65978,EUROCOPTER
65979,PIPER
65980,CUB CRAFTERS
65981,MCDONNELL DOUGLAS
65982,CESSNA
65983,GATES LEARJET CORP.
65984,HUGHES
65985,CIRRUS DESIGN CORP
65986,BOMBARDIER
65987,CESSNA
65988,AVIAT AIRCRAFT INC
65989,ROBINSON HELICOPTER
65990,CESSNA
65991,BOEING
65992,PIPER
65993,CESSNA
65994,NELAND RICHARD L
65995,PIPER
65996,TOLAND S/THORNBURGH J
65997,CESSNA
65998,BOEING
65999,BELL
66000,CESSNA
66001,PIPER
66002,CESSNA
66003,PIPER
66004,MOONEY
66005,CESSNA
66006,BOMBARDIER
66007,BELL
66008,KREPS
66009,CESSNA
66010,COSMOS
66011,RUDOLPH RALPH MONROE
66012,MARRERO ANDRES
66013,BEECH
66014,DIAMOND AIRCRAFT IND INC
66015,BELL
66017,MAULE
66018,EUROCOPTER
66019,STEPHENSON
66020,BEECH
66021,BOEING
66022,PIPER
66023,BELL
66024,CESSNA
66025,MOORE GLENN
66026,DIAMOND AIRCRAFT IND INC
66027,CHAMPION
66028,KEVIN ELDREDGE
66029,BELLANCA
66030,AIR TRACTOR INC
66031,DOYLE-MICHAEL
66032,AGUSTA
66033,CESSNA
66034,CESSNA
66035,MD HELICOPTER
66036,FRITZ
66037,CIRRUS DESIGN CORP
66038,GRUMMAN
66039,CESSNA
66040,CESSNA
66041,BELL
66042,ROBERT FRISBEY
66043,EUROCOPTER
66044,PIPER
66045,BEECH
66046,GRUMMAN AMERICAN AVN. CORP.
66047,MXR TECHNOLOGIES
66048,PIPER
66049,MCDONNELL DOUGLAS
66050,ROACH NEIL
66051,BURKHOLDER JIMMY C
66052,ROBINSON
66053,HUGHES
66054,CESSNA
66055,HUGHES
66056,SIKORSKY
66057,PIPER
66058,BEECH
66059,BELL
66060,PIPER
66061,HELIO
66062,MCNEAR
66063,PIPER
66064,MARLMAN
66065,SHNIDERMAN ERVIN STANLEY
66066,PIPER
66067,ROBINSON HELICOPTER
66068,TAYLORCRAFT CORPORATION
66069,PIPER
66070,CIRRUS DESIGN CORP
66071,BEECH
66072,AERONCA AIRCRAFT CORPORATION
66073,AERONCA
66074,MCCURDY
66075,BEECH
66076,GATES LEARJET CORPORATION
66077,PIPER
66078,CESSNA
66079,PIPER
66080,CESSNA
66081,BELL
66082,EVEKTOR-AEROTECHNIK AS
66083,KENNETH K KNOWLES
66084,FLIGHT DESIGN GMBH
66085,CESSNA
66086,CIRRUS DESIGN CORP
66087,HOWES
66088,ENSTROM
66089,WAYNE O ROBINSON
66090,CESSNA AIRCRAFT CO
66091,BEECH
66092,CESSNA
66093,PIPER
66094,CESSNA
66095,PIPER
66096,ROBINSON HELICOPTER COMPANY
66097,BROWN
66098,PIPER
66099,BEECH
66100,BEECH
66101,PIPER
66102,CESSNA
66103,PILATUS
66104,AIR TRACTOR INC
66105,ROBINSON HELICOPTER
66106,REMOS AIRCRAFT GMBH
66107,CESSNA
66108,MCDONNELL DOUGLAS
66109,BEECH
66110,CESSNA
66111,ROBINSON HELICOPTER
66112,PIPER
66113,REIMUS
66114,T51 INC.
66115,DENNY AEROCRAFT
66116,MCDONNELL DOUGLAS
66117,BELL
66118,CESSNA
66119,MCDONNELL-DOUGLAS
66120,CESSNA
66121,BOEING
66122,CESSNA
66123,CESSNA
66124,CIRRUS DESIGN CORP
66125,PARKS JERRY R
66126,CESSNA
66127,PIPER
66128,CESSNA
66129,AVIAT
66130,MCDONNELL DOUGLAS
66131,CESSNA
66132,SIAI MARCHETTI
66133,CESSNA
66134,CESSNA
66135,CESSNA
66136,BELL
66137,ROBINSON HELICOPTER
66138,ROGERS KENNETH J
66139,PIPER
66140,MAULE
66141,SCHWEIZER
66142,MOONEY
66143,CESSNA
66144,PIPER
66145,CIRRUS DESIGN CORP
66146,CESSNA
66147,HOWARD WILLIAM C
66148,CESSNA
66149,AMERICAN CHAMPION
66150,GAYNOR DONALD J
66151,CHAMPION
66152,CESSNA
66153,CESSNA
66154,ARGENCE
66155,PIPER
66156,MAULE
66157,CURTISS WRIGHT
66158,BEECH
66159,PIPER
66160,CESSNA
66161,LIBERTY AEROSPACE INCORPORATED
66162,HUGHES
66163,MAX A BOESIGER JR
66164,PIPER
66165,GRUMMAN
66166,AIR TRACTOR INC
66167,SIKORSKY
66168,CESSNA
66169,CESSNA
66170,HILLER
66171,BEECH
66172,BELL
66173,BELL
66174,RAYTHEON AIRCRAFT COMPANY
66175,EUROCOPTER
66176,AIR CREATION
66177,CESSNA
66178,BYRON J. MOORE
66179,AYRES
66180,REMOS AIRCRAFT GMBH
66181,BAE
66182,CESSNA
66183,CESSNA
66184,PIPER
66185,CIRRUS
66186,PIPER
66187,PIPER
66188,CESSNA
66189,PIPER
66190,DIAMOND
66191,ENGINEERING AND RESEARCH
66192,PIPER
66193,CESSNA
66194,BEECH
66195,DE HAVILLAND
66196,AEROSPATIALE
66197,PIPER
66198,CESSNA
66199,PIPER
66200,CESSNA
66201,NORTH AMERICAN
66202,CESSNA
66203,SUNGKWON KIM
66204,CESSNA
66205,PIPER
66206,AVIAT
66207,CESSNA
66208,JORDAN DON R
66209,T BIRD
66210,BETTER BURN LLC/STARTUBE DIV
66211,CESSNA
66212,CESSNA
66213,RAYTHEON AIRCRAFT COMPANY
66214,MAULE
66215,CESSNA
66216,CESSNA
66217,BELL
66218,BRINKER / GARNER
66219,CESSNA
66220,MCDONNELL DOUGLAS
66221,GLADSTONE
66222,TAYLORCRAFT
66223,CESSNA/AIR REPAIR INC
66224,CHAMPION
66225,ALEXANDER THOMAS P
66226,MARTIN EDWARD H
66227,AEROSTAR INTERNATIONAL INC
66228,BOEING
66229,AMERICAN LONGEVITY CORP
66231,CESSNA
66232,EXTRA
66233,WHITEHEAD
66234,ENSTROM
66235,MARLIN
66236,ZENITH
66237,CESSNA
66238,CESSNA
66239,AMERICAN LEGEND
66240,BOEING
66241,CESSNA
66242,DE HAVILLAND
66243,FLIGHT DESIGN GMBH
66244,CESSNA
66245,BEECH
66246,CESSNA
66247,CESSNA
66248,"CAPRA, SALVATORE O"
66249,MAULE
66250,SCHWEIZER
66251,LASEURE
66252,CESSNA
66253,LUSCOMBE
66254,PIPER
66255,CESSNA
66256,ROLLADEN-SCHNEIDER
66257,ROBINSON HELICOPTER COMPANY
66258,CESSNA
66259,TECNAM
66260,KEELEY/TIDD
66261,MOONEY
66262,CESSNA
66263,CESSNA
66264,ELLUMAX LEASING LLC
66265,VALENTIN
66266,CESSNA
66267,SIAI-MARCHETTI
66268,STANTON
66269,LOCKHEED
66270,CESSNA
66271,DIAMOND
66272,MCGRATH ROBERT F
66273,DOUGLAS
66274,GOODACRE
66275,WEINBERG
66276,PIPER
66277,ARBC INC DBA LINDSTRAND
66278,LET
66279,CESSNA
66280,CESSNA
66281,BOEING
66282,EXPLORER AERONAUTIQUE INC.
66283,CESSNA
66284,CIRRUS DESIGN CORP
66285,PIPER
66286,CIRRUS DESIGN
66287,CESSNA
66288,ROBINSON HELICOPTER
66289,PIPER
66290,BOEING
66291,BELL
66292,PIPER
66293,ROBINSON HELICOPTER
66294,CESSNA
66295,CESSNA
66296,RANS
66297,BOEING
66298,MD HELICOPTER
66299,HAWKINS AUGUST E
66300,BOEING
66301,ROBINSON
66302,CHAMPION
66303,AMERICAN
66304,CESSNA
66305,POLARIS MOTORS
66306,GRUMMAN
66307,BEECH
66308,BELL
66309,AIRBUS
66310,GLASFLUGEL
66311,CESSNA
66312,CESSNA
66313,AYRES CORPORATION
66314,BEECH
66315,CESSNA
66316,BOEING
66317,PIPER
66318,GULFSTREAM-SCHWEIZER A/C CORP
66319,CESSNA
66320,ROBINSON HELICOPTER
66321,CESSNA
66322,MCDONNELL DOUGLAS
66323,CESSNA
66324,FUHRMANN-SUPER EMERAUDE
66325,CESSNA
66327,AIR TRACTOR
66328,UPTON
66329,BEECH
66330,ATKINS JOHN
66331,CESSNA
66332,PITTS AEROBATICS
66333,SMYSOR KEVIN
66334,RICHARD RANK
66335,CESSNA
66336,DIAMOND AIRCRAFT IND INC
66337,AERONCA
66338,CESSNA
66339,CESSNA
66340,JIHLAVAN
66341,PIPER
66342,BELL
66343,BOLTON RICKY D
66344,ROCKWELL INTERNATIONAL
66345,PIPER
66346,DIAMOND AIRCRAFT IND INC
66347,PIPER
66348,CESSNA
66349,BOEING
66350,CESSNA
66351,FAGAN
66352,CESSNA
66353,ROBINSON HELICOPTER
66354,UNIVAIR
66355,ROTORCRAFT DEVELOPMENT CORP
66356,BOEING
66357,CESSNA
66358,ART LEE DELANO
66359,NORTHWING
66360,nan
66361,FLIGHT DESIGN GMBH
66362,AYRES CORPORATION
66363,GRUMMAN AMERICAN AVN. CORP.
66364,PIPER
66365,DIAMOND
66366,PIPER
66367,CESSNA
66368,BEECH
66369,CESSNA
66370,PIPER
66371,ERCOUPE
66372,AIR TRACTOR
66373,CESSNA
66374,PIPER
66375,CESSNA
66376,WINSHIP KENT S
66377,ERCOUPE
66378,DIAMOND AIRCRAFT IND INC
66379,HELIO
66380,PIPER
66381,BOEING
66382,CESSNA
66383,GOSSARD RONALD F
66384,PIPER
66385,MAULE
66386,AIRBORNE
66387,VENUS
66388,BOEING
66389,CESSNA
66390,STINSON
66391,PIPER
66392,CESSNA
66393,CESSNA
66394,BOEING
66395,BEECH
66396,CESSNA
66397,PIPER
66398,BOEING
66399,CESSNA
66400,LUSCOMBE
66401,TECNAM
66402,THORNTON
66403,CESSNA
66404,AYRES CORPORATION
66405,MOONEY
66406,EMBRAER
66407,WESTERHOUT/GAGNIER
66408,BEECH
66409,GAUCHAT
66410,WSK PZL MIELEC
66411,CESSNA
66412,ROBINSON
66413,AIRBUS
66414,CESSNA
66415,LANHAM
66416,HAZELWOOD MICHAEL S
66417,RAYTHEON
66418,POLIT
66419,HOLSCLAW FRANCIS E
66420,AYRES CORPORATION
66421,S.O.C.A.T.A.
66422,CESSNA
66423,AEROTRIKE
66424,STINSON
66425,AEROTEK
66426,JABIRU
66427,MILESKI
66428,AERO COMMANDER
66429,CESSNA
66430,BEECH
66431,ENSTROM HELICOPTER CORP
66432,CESSNA
66433,NORTHWING DESIGN
66434,AEROSTAR INTERNATIONAL INC
66435,CESSNA
66436,ROBINSON HELICOPTER COMPANY
66437,PIPER
66438,CESSNA
66439,MAULE
66440,PIPER
66441,ENSTROM HELICOPTER CORP
66442,BOEING
66443,STORCH AVIATION AUSTRALIA PTY
66444,BOMBARDIER INC
66445,AIR TRACTOR INC.
66446,MOONEY
66447,JOHNSTON COYT E
66448,GENTRY JOHN K
66449,BELL
66450,CESSNA
66451,AEROPRO CZ
66452,CESSNA
66453,SCHWEIZER
66454,HUGHES
66455,CESSNA
66456,PENSINGER
66457,PIPER
66458,NATIONAL BALLOONING
66459,FREY
66460,PIPER
66461,AB SPORTINE AVIACIJA
66462,CESSNA
66463,CESSNA
66464,ATEC
66465,AIRBUS
66466,CIRRUS DESIGN CORP
66467,TAYLORCRAFT
66468,PIPER
66469,MCDONNELL DOUGLAS
66470,CESSNA
66471,CESSNA
66472,CESSNA
66473,RICK CAMPBELL
66474,CESSNA
66475,HUGHES
66476,CESSNA
66477,BEECH
66478,CESSNA
66479,EMBRAER
66480,CHAMPION
66481,CARILLON JOHN C
66482,HUGHES
66483,CESSNA
66484,YORK RONALD J
66485,GARRETT
66486,BELL
66487,HUSTON CHARLES D
66488,BEECH
66489,BOEING
66490,DE HAVILLAND
66491,SMITH BRET B
66492,MEUER MARK
66493,CESSNA
66494,PIPER
66495,TAYLORCRAFT
66496,PIPER
66497,GULFSTREAM AMERICAN CORP
66498,CESSNA
66499,DE HAVILLAND
66500,TERATORN
66501,GREAT LAKES
66502,PIPER
66503,SORENSON
66504,INIZIATIVE
66505,TRICK TRIKES
66506,CESSNA
66507,MEYERS
66508,YAKOVLEV/DAY
66509,TAYLORCRAFT
66510,CIRRUS DESIGN CORP
66511,CHATHAM ROBERT M
66512,CURTISS MOSES
66513,PIPER
66514,MCDONNELL DOUGLAS
66515,AGUSTA SPA
66516,CESSNA
66517,BOEING
66518,HARDEN
66519,SMITH ALBERT F
66520,CESSNA
66521,BOMBARDIER INC
66522,CESSNA
66523,ROBINSON HELICOPTER
66524,PETERSON ALLEN L
66525,HILLER
66526,BELLANCA
66527,PILATUS AIRCRAFT LTD
66528,CESSNA
66529,BELL
66530,THROCKMORTON MATTHEW E
66531,AERO COMMANDER
66532,CESSNA
66533,AVIAT AIRCRAFT INC
66534,AIR TRACTOR
66535,MAULE
66536,BOEING
66537,PIPER
66538,CESSNA
66539,DIAMOND AIRCRAFT IND INC
66540,BEECH
66541,DEHAVILLAND
66542,WERMLING
66543,CESSNA
66544,SCHWEIZER
66546,PIPER
66547,BURKHART GROB
66548,HOWARD
66549,PIPER
66550,AVIAT
66551,AEROSTAR INTERNATIONAL INC
66552,AERONCA
66553,BEECH
66554,AIR TRACTOR
66555,CLARKE COLIN A
66556,BOEING
66557,DREYER
66558,CESSNA
66559,CESSNA
66560,AIRBORNE WINDSPORTS PTY LTD
66561,CESSNA
66562,BEECH
66563,CESSNA
66564,BOEING
66565,SABRE
66566,CIRRUS DESIGN CORPORATION
66567,CESSNA
66568,CESSNA
66569,CHAMPION
66570,DORNIER GMBH
66571,GRUMMAN
66572,CHRIS MITCHELL
66573,SCHWEIZER
66574,CESSNA
66575,PIPER
66576,AIRBUS
66577,BELLANCA
66578,SIMMONS
66579,AYRES CORPORATION
66580,LUSCOMBE
66581,GROB
66582,CESSNA
66583,GUNNOE
66584,BOEING
66585,NORTH AMERICAN/VICTORIA MNT LT
66586,PIPER
66587,AIRCRAFT MFG & DEVELOPMENT CO
66588,PAUL
66589,MOONEY
66590,CESSNA
66591,PIPER
66592,CESSNA
66593,CESSNA
66594,ROBINSON
66595,HUMMELBIRD
66596,CESSNA
66597,STUCKER VIRGIL A
66598,BEECH
66599,CESSNA
66600,JENKINS JACK
66601,CESSNA
66602,CESSNA
66603,PIPER
66604,PIPER
66605,PIPER
66606,EUROCOPTER
66607,BUCKEYE
66608,CESSNA
66609,PIPER
66610,MAYO
66611,URBAN AIR SRO
66612,CESSNA
66613,AIRBUS
66614,AVIAT
66615,BAKENG
66616,PIETENPOL
66617,CESSNA
66618,STINSON
66619,WESTON
66620,EUROCOPTER
66621,CESSNA
66622,HUBBELL
66623,CESSNA
66624,ROBINSON
66625,BEECH
66626,SCHENDL
66627,PITTS AEROBATICS
66628,MAULE
66629,PIPER
66630,ROBINSON HELICOPTER COMPANY
66631,P&M AVIATION LTD
66632,ROLLADEN-SCHNEIDER OHG
66633,SHULTZ JEFFREY D
66634,QUICKSILVER
66635,ROBINSON HELICOPTER
66636,MICHAEL J. KOHOUT
66637,PIPER
66638,APOLLO AIRCRAFT INC
66639,BOMBARDIER INC
66640,PIPER
66641,SIDLER MIKE
66642,CESSNA
66643,WACO CLASSIC AIRCRAFT
66644,LAYSON STANLEY B
66645,CESSNA
66646,CHAMPION
66647,CESSNA
66648,CESSNA
66649,CESSNA
66650,AIRBUS
66651,ALEXANDER SCHLEICHER GMBH & CO
66652,SCHEMPP-HIRTH
66653,CHAMPION
66654,WEATHERHEAD PETER L
66655,BOEING
66656,CIRRUS DESIGN CORP
66657,CESSNA
66658,PIPER AIRCRAFT INC
66659,AIR TRACTOR INC
66660,SCHLEICHER
66661,DIAMOND AIRCRAFT IND INC
66662,REPUBLIC
66663,AYRES
66664,REMOS
66665,CESSNA
66666,CESSNA
66667,BELL
66668,CESSNA
66669,CESSNA
66670,CESSNA
66671,MOONEY
66672,PIPER
66673,BELL HELICOPTER TEXTRON
66674,PIPER
66675,BEECH
66676,EUROCOPTER
66677,CESSNA
66678,CESSNA
66679,TAYLORCRAFT
66680,CESSNA
66681,CHAMPION
66682,CESSNA
66683,CIRRUS DESIGN CORPORATION
66684,PIPER
66685,PIPER
66686,AERO VODOCHODY
66687,NORTH AMERICAN
66688,CESSNA
66689,PIPER
66690,WACO
66691,LANCAIR COMPANY
66692,CESSNA
66693,CONSOLIDATED AERONAUTICS INC.
66694,WOHNOUTKA STEVEN M
66695,PILATUS
66696,CESSNA
66697,CESSNA
66698,THOMPSON DAVID
66699,CESSNA
66700,BOEING
66701,NALIS
66702,CESSNA
66703,AIRBORNE
66704,THOMAS C. PIPER
66705,PIPER
66706,MOONEY
66707,CESSNA
66708,CESSNA
66709,BELL
66710,RANS
66711,AIR TRACTOR INC
66712,BELLANCA
66713,CIRRUS DESIGN CORP
66714,CESSNA
66715,BENDER
66716,DOUGLAS
66717,CESSNA
66718,CESSNA
66719,PITTS
66720,CESSNA
66721,CHRISTEN INDUSTRIES INC
66722,BELL
66723,LEWIS KEITH O
66724,PIPER
66725,NOLES VANCE L
66726,NORTH AMERICAN
66727,ZIVKO AERONAUTICS INC
66728,AIR TRACTOR INC
66729,BEECH
66730,AYRES CORPORATION
66731,AIRBUS
66732,FLIGHT DESIGN GMBH
66733,GRUMMAN ACFT ENG COR-SCHWEIZER
66734,CESSNA
66735,CHRISTOPHER
66736,KAWASAKI
66737,BARBER JOHN A
66738,PIPER
66739,AERONCA
66740,ENGINEERING & RESEARCH
66741,BELL
66742,AERO COMMANDER
66743,NOORDUYN
66744,BEECH
66745,EMBRAER-EMPRESA BRASILEIRA DE
66746,CESSNA
66747,CESSNA
66748,CESSNA
66749,REMOS AIRCRAFT GMBH
66750,PDPS PZL-BIELSKO
66751,MID-SOUTH CUSTOM CRAFT INC
66752,ROBINSON HELICOPTER
66753,ROBINSON HELICOPTER
66754,PIPER
66755,FLIGHT DESIGN
66756,CESSNA
66757,BOEING
66758,GULFSTREAM
66759,BEECH
66760,TAYLORCRAFT
66761,PIPER
66762,PIPER
66763,CESSNA
66764,CESSNA
66765,SMITH
66766,ZENAIR LTD
66767,MAULE
66768,SCHWEIZER
66769,PIPER
66770,CESSNA
66771,PIPER
66772,DIAMOND AIRCRAFT IND GMBH
66773,RAYTHEON AIRCRAFT COMPANY
66774,ANTARES
66775,PIPER
66776,EVEKTOR-AEROTECHNIK AS
66777,COX JOHN WILEY
66778,BEECH
66779,BOEING
66780,CESSNA
66781,BIELAWA
66782,CESSNA
66783,CESSNA
66784,CESSNA
66785,CROMAN
66786,CESSNA
66787,CESSNA
66788,MD HELICOPTER INC
66789,BOEING
66790,LEIDER
66791,MARVIN FAULK
66792,BEECH
66793,WEISS
66794,CESSNA
66795,FOGLIO
66796,BELLANCA
66797,PIPER
66798,CIRRUS
66799,CESSNA
66800,CESSNA
66801,JAMES O'BERT
66802,ROBINSON
66803,DRESSEN DONALD L
66804,BEECH
66805,SCHWEIZER
66806,CESSNA
66807,CESSNA
66808,BROWN THOMAS E
66809,WSK-PZL MEILEC
66810,BOEING
66811,PIPER
66812,ROBINSON
66813,BELL
66814,ROBINSON
66815,WEATHERLY AVIATION CO INC
66816,PIPER
66817,PIPER
66818,STINSON
66819,MOONEY
66820,FORSTER
66821,DEHAVILLAND
66822,PIPER
66823,TOLBERT ROBERT R
66824,HUGHES
66825,RAYTHEON AIRCRAFT COMPANY
66826,PIPER
66827,MAULE
66828,TAYLORCRAFT
66829,PIPER
66830,CORVUS
66831,PIPER
66832,ROBINSON HELICOPTER
66833,CESSNA
66834,AMERICAN
66835,ROBINSON HELICOPTER COMPANY
66836,RANS
66837,XTREMEAIR GMBH
66838,SCHWEIZER
66839,SIKORSKY
66840,BEECH
66841,BOEING
66842,CRISMAN
66843,AMERICAN LEGEND AIRCRAFT CO
66844,PILGRIM SAMUEL W JR
66845,BEECH
66846,BROWN MICHAEL
66847,DART
66848,LUSCOMBE
66849,TAYLORCRAFT
66850,MAULE
66851,S.C. AEROSTAR S.A.
66852,WHITE
66853,FISHER
66854,GLASFLUGEL
66855,EMBRAER
66856,PIPER
66857,CESSNA
66858,ROBINSON HELICOPTER
66859,SCHWEIZER
66860,GRUMMAN
66861,CESSNA
66862,MOONEY
66863,NORTH AMERICAN
66864,ROBINSON HELICOPTER
66865,AIR TRACTOR
66866,SCHWEIZER
66867,AIR TRACTOR
66868,CESSNA
66869,CESSNA
66870,QUICKSILVER
66871,P&M AVIATION LTD
66872,CESSNA
66873,CESSNA
66874,CHRISTOPHER JOHN P
66875,BEECH
66876,BORING ROBERT BURTON
66877,AIR TRACTOR
66878,CIRRUS
66879,BINGHAM CHUCK
66880,RAYTHEON AIRCRAFT COMPANY
66881,PIPER
66882,CESSNA
66883,TAYLORCRAFT
66884,CESSNA
66885,RANS EMPLOYEE FLYING CLUB
66886,CESSNA
66887,CESSNA
66888,SAAB
66889,CESSNA
66890,GRAY
66891,LET
66892,BEECH
66893,EUROCOPTER
66894,PIPER
66895,BOEING
66896,STIRLING
66897,CESSNA
66898,DAVENPORT
66899,PIPER
66900,GALLAGHER
66901,PIPER
66902,SCHEMPP HIRTH
66903,CESSNA
66904,AIRBORNE WINDSPORTS PTY LTD
66905,BOEING
66906,PIPER
66907,PIONTKOWSKI
66908,STINSON
66909,GRUMMAN AMERICAN
66910,MOONEY
66912,BOEING
66913,BOEING
66914,CESSNA
66915,RANS
66916,BOMBARDIER INC
66917,CESSNA
66918,LINDSTRAND BALLOONS
66919,EUROCOPTER
66920,DESTINY
66921,AIR TRACTOR
66922,CESSNA
66923,UNKNOWN
66924,BEECH
66925,VANDERHOOF STEVE
66926,ENSTROM
66927,EIRIAVION OY
66928,AIRBUS
66929,BOEING OF CANADA/DEHAV DIV
66930,BEECH
66931,CESSNA
66932,CESSNA
66933,LUSCOMBE
66935,PIPER
66936,AERONCA
66937,LOBB KENNETH
66938,CESSNA
66939,HOOPER JAMES A
